city,n()
John F. Kennedy Airport,366
Pleasant Valley,366
Colfax,365
Eichstätt,365
Maisach,365
Pullach im Isartal,365
Templeton,365
Umatilla,365
Watkinsville,365
Delran,364
DuPont,364
Mendota,364
Nags Head,364
Olds,364
Rochelle Park,364
Severn,364
Tulalip,364
Winterville,364
Charlevoix,363
Coram,363
Duderstadt,363
Fort Lewis,363
Heusweiler,363
Thief River Falls,363
Fort Gibson,362
Grünstadt,362
Le Sueur,362
Nellis AFB,362
Schwabmünchen,362
Swartz Creek,362
Thorndale,362
Chappaqua,361
Finnentrop,361
Orinda,361
Slinger,361
Union Gap,361
Belle Chasse,360
Burgwedel,360
Comox Valley,360
East Gwillimbury,360
Meerane,360
Ohrdruf,360
Quickborn,360
Telgte,360
Excelsior Springs,359
Highlands,359
Maintal,359
Montgomery Village,359
Mount Forest,359
Nettetal,359
Scottdale,359
Selmer,359
Alsdorf,358
Ironton,358
Köngen,358
Seneca Falls,358
Bad Staffelstein,357
Bellefonte,357
Dryden,357
El Campo,357
Feasterville-Trevose,357
Königsbach-Stein,357
Nordhorn,357
Saipan,357
Avalon,356
Cheraw,356
China Lake,356
Ense,356
Hartville,356
Levelland,356
Sault Sainte Marie,356
Schmalkalden,356
West Newton,356
Beech Grove,355
Bergkirchen,355
Hainichen,355
Lake Elmo,355
Mossville,355
North Adams,355
Pontotoc,355
Sauk Centre,355
Sprockhövel,355
Toano,355
Channahon,354
Fruitland,354
Haiger,354
Holden,354
Pennsburg,354
Plochingen,354
Birkenfeld,353
Calexico,353
Gold River,353
Lillington,353
Rimouski,353
Sheffield,353
South Amboy,353
Taos,353
Abensberg,352
Altena,352
East Rochester,352
Greenland,352
Hohen Neuendorf,352
Illingen,352
Menominee,352
Ozone Park,352
Quitman,352
Remseck am Neckar,352
Santa Paula,352
Sioux Center,352
Tell City,352
Waldachtal,352
Bow,351
Carleton Place,351
Lexington-Fayette,351
Bad Driburg,350
Boizenburg,350
Catskill,350
Dayville,350
Elk City,350
Lorsch,350
Lutherville,350
North Oaks,350
Osoyoos,350
Rancho Dominguez,350
Scottsburg,350
Whitmore Lake,350
Wiedemar,350
Devon,349
Hohenstein-Ernstthal,349
Loudon,349
Northumberland,349
Strathmore,349
West Caldwell,349
Willits,349
Zeulenroda,349
Alfeld (Leine),348
Altus,348
Aptos,348
Atco,348
Black River Falls,348
Conley,348
Crest Hill,348
Diepholz,348
Floral Park,348
Gravenhurst,348
Holzminden,348
Oer-Erkenschwick,348
Radcliff,348
Sugar Hill,348
Tolland,348
Bathurst,347
Belleview,347
Delbrück,347
Hengersberg,347
Lacombe,347
Lengerich,347
Merzig,347
West Linn,347
Belle Plaine,346
Blythe,346
Bogart,346
Dolton,346
Havelock,346
Navarre,346
Olympia Fields,346
Pacific Palisades,346
Schmölln,346
Waukee,346
Alburtis,345
Fruita,345
Honey Brook,345
Kleinmachnow,345
Mauston,345
Spaichingen,345
Whitefish,345
Burghausen,344
Gloversville,344
Mojave,344
Slippery Rock,344
Valley Forge,344
Eastchester,343
Moundsville,343
New Baltimore,343
Quarryville,343
Snow Hill,343
Swanton,343
Wurzen,343
Altavista,342
Booneville,342
Brush,342
Delphos,342
Hartmannsdorf,342
Hugo,342
Nantucket,342
Rudolstadt,342
Slave Lake,342
Succasunna,342
Damariscotta,341
Gladwin,341
Keystone,341
Lowville,341
New Caney,341
Wautoma,341
Zossen,341
Bad Zwischenahn,340
Beatrice,340
Bennettsville,340
Goffstown,340
Millburn,340
Northvale,340
Rödermark,340
Runnemede,340
Woodbine,340
Boppard,339
Great Lakes,339
Immenstaad am Bodensee,339
Kolbermoor,339
Nesconset,339
Oak Forest,339
Pauls Valley,339
Stahnsdorf,339
University Heights,339
Werne,339
Arnprior,338
Bound Brook,338
Buena Vista,338
Cherryville,338
Fridolfing,338
Kentfield,338
Lisbon,338
Ludwigslust,338
Moosburg,338
Spring Lake Park,338
Wallace,338
Cameron Park,337
Islip,337
McCalla,337
Newton Center,337
Salida,337
Westwego,337
Colts Neck,336
Cortez,336
Lennestadt,336
Marblehead,336
Neuenstadt am Kocher,336
Nordenham,336
Point Mugu,336
Silvis,336
Beeville,335
Eloy,335
Meckenheim,335
Sahuarita,335
Steinfurt,335
Tenafly,335
Dobson,334
Giddings,334
Rockdale,334
Wiehl,334
Berlin-Lichtenberg,333
Bishop,333
Germersheim,333
Heiligenhaus,333
Lindale,333
Merrick,333
Mexia,333
New Bremen,333
Nisswa,333
Oak Park Heights,333
Oyster Bay,333
Storrs,333
Velten,333
Waldbröl,333
Clawson,332
Dunnville,332
Leadville,332
Paintsville,332
South Hadley,332
Taylorville,332
USAF Academy,332
Vilshofen,332
Atmore,331
Bad Reichenhall,331
Dinkelsbühl,331
Gaggenau,331
Hilpoltstein,331
Meitingen,331
Rigby,331
Antigo,330
Bainbridge Island,330
Bedford Heights,330
Camp Verde,330
Caro,330
DeBary,330
DeRidder,330
Freeland,330
Gardnerville,330
Park Forest,330
Schwarzenberg/Erzgeb.,330
Sinking Spring,330
Unionville,330
Werdohl,330
Bispingen,329
Gunzenhausen,329
Hagenow,329
Haslet,329
Marengo,329
Middlesex,329
Nußloch,329
Sleepy Hollow,329
Sugar Grove,329
Bersenbrück,328
Edwards,328
Giengen an der Brenz,328
Girard,328
Greenlawn,328
Safety Harbor,328
South El Monte,328
Feucht,327
Rust,327
South Easton,327
Wainwright,327
Mantua,326
Roy,326
Sainte-Foy,326
Stony Plain,326
Boulder City,325
Drayton Valley,325
Eilenburg,325
Harbor Springs,325
McKenzie,325
Nassau Bay,325
Oakwood,325
Swainsboro,325
West Boylston,325
Lecanto,324
Pfungstadt,324
Randleman,324
Township of Voorhees,324
Unterhaching,324
Woodway,324
East Grand Forks,323
Gas City,323
Gunnison,323
Indian Head,323
Landrum,323
Ringwood,323
Springe,323
Zephyr Cove,323
Herbolzheim,322
Ronnenberg,322
Clare,321
Clearlake,321
Kitty Hawk,321
Lake Ridge,321
Marina,321
Saint Robert,321
South Pasadena,321
Valatie,321
Woodruff,321
Langenzenn,320
Lohr,320
McKees Rocks,320
Newbury,320
Parsdorf,320
River Forest,320
San Marino,320
Waseca,320
West End,320
Bécancour,319
Eppingen,319
Gilmer,319
Halton,319
Kimball,319
Ocean,319
Pine Bush,319
Purcellville,319
Spruce Pine,319
Stephanskirchen,319
Tiverton,319
Adelanto,318
Brehna,318
Kaufering,318
Keswick,318
Lafayette Hill,318
Lilienthal,318
Mount Washington,318
North Babylon,318
Roberts,318
Romeo,318
Voerde,318
Waupun,318
Wetumpka,318
Blountville,317
Fort Stewart,317
Gronau (Westf.),317
Haar,317
Luling,317
Pequot Lakes,317
Viechtach,317
Wernersville,317
Eislingen,316
Emmendingen,316
Karlsfeld,316
Peel,316
Saint Michael,316
Shafter,316
Bad Harzburg,315
Converse,315
Krailling,315
Milaca,315
Mount Arlington,315
Norden,315
Ottendorf-Okrilla,315
Soldotna,315
White Hall,315
Bingham Farms,314
East Walpole,314
Ellwood City,314
Großwallstadt,314
Hamel,314
Hampden,314
Keokuk,314
Marktoberdorf,314
Monterey Bay,314
Osage,314
Pratt,314
Rocky Point,314
Veitshöchheim,314
Whitesboro,314
Baunatal,313
Brandenburg,313
Brieselang,313
Harlem,313
Irondequoit,313
Markkleeberg,313
Middleborough,313
Miles City,313
Willard,313
Bad Honnef,312
Finsterwalde,312
Flora,312
Lynden,312
Taft,312
Wapakoneta,312
Wellsboro,312
Wülfrath,312
Mascouche,311
Scituate,311
Soledad,311
South Milwaukee,311
Winterbach,311
Bad Bevensen,310
Eichenzell,310
Medinah,310
Wedemark,310
Belle,309
Ebern,309
Lage,309
Pinckney,309
Red Lion,309
Silverthorne,309
Stettler,309
Bernalillo,308
Gallipolis,308
Kindersley,308
Mayagüez,308
Middlesboro,308
Miltenberg,308
Poing,308
Reiskirchen,308
Seagoville,308
Skillman,308
Treuchtlingen,308
Arvin,307
Canada,307
Meiningen,307
Mendon,307
Ojai,307
Orangevale,307
Rumford,307
West Conshohocken,307
Bad Wildungen,306
Chelan,306
Hot Springs National Park,306
Stanwood,306
Swarthmore,306
Austintown,305
Barksdale AFB,305
Corcoran,305
Ebensburg,305
Grömitz,305
Jenks,305
Kermit,305
Ketchum,305
Marcy,305
Meinerzhagen,305
North Grafton,305
Oscoda,305
Philipsburg,305
Posthausen,305
Seven Springs,305
Green,304
Guymon,304
Lübben,304
Meredith,304
Zirndorf,304
Alsfeld,303
Ascheberg,303
East Tawas,303
Ketchikan,303
North Lauderdale,303
Shediac,303
Weinsberg,303
Wittenberge,303
Atoka,302
Baxley,302
Cloverdale,302
Magna,302
North Jackson,302
Sachse,302
Snowmass Village,302
Southwick,302
Berrien Springs,301
Coachella,301
Galt,301
Greenacres,301
Leingarten,301
Millbrae,301
New Century,301
Sedro-Woolley,301
Soddy-Daisy,301
Atchison,300
Fort Shafter,300
Fürstenwalde/Spree,300
Glauchau,300
Groß-Umstadt,300
Guthrie,300
Havre,300
Hidalgo,300
High River,300
Jefferson Hills,300
Nagold,300
Radeburg,300
Rheinberg,300
Saint Rose,300
Jamison,299
Joppa,299
Keyser,299
Kimberly,299
Langford,299
Rotenburg (Wümme),299
San Gabriel Valley,299
Archbold,298
Clearwater Beach,298
Epping,298
Finkenwerder,298
Gilford,298
Lake Arrowhead,298
Mifflinburg,298
Safford,298
Streator,298
Ware,298
Ashley,297
Belgrade,297
Cadolzburg,297
Chanute,297
Durham Region,297
Penns Grove,297
Pincourt,297
Quinton,297
Redwood Falls,297
Saint Francis,297
Staßfurt,297
Syke,297
Vermilion,297
Westmount,297
Zeven,297
Ashwaubenon,296
Baiersdorf,296
Fernie,296
Heidenau,296
Lake Mills,296
Malsch,296
Morganfield,296
Penetanguishene,296
Riedstadt,296
Scott,296
Selden,296
Sharpsburg,296
Brooklin,295
Edenton,295
Edinboro,295
Geislingen,295
Geislingen an der Steige,295
Godfrey,295
Korschenbroich,295
Peterson AFB,295
Bad Camberg,294
Cohasset,294
DeMotte,294
Granite Bay,294
Kew Gardens,294
Perham,294
Rehau,294
Robinson Township,294
Wabush,294
Castleton,293
Curtis Bay,293
Dillingen,293
Fortuna,293
Mainburg,293
Queens Village,293
Crockett,292
Federalsburg,292
Greenport,292
Harsum,292
Hechingen,292
Hinckley,292
Langgöns,292
Mackenzie,292
Mint Hill,292
Wellesley Hills,292
Berthoud,291
Callaway,291
Cape May Court House,291
Deland,291
Frostburg,291
Hutchins,291
Kamuela,291
McGregor,291
Northbridge,291
Renchen,291
Short Pump,291
Adams,290
Berlin-Tegel,290
Fort Irwin,290
Lake Stevens,290
Maineville,290
Navasota,290
New Oxford,290
Scheßlitz,290
Vegreville,290
West Island,290
Aloha,289
Creglingen,289
Crescent Springs,289
Highland Village,289
Jonestown,289
Kösching,289
Lackawanna,289
Oil City,289
Platte City,289
Schwalbach am Taunus,289
St. Marys,289
Sundern,289
Tamaqua,289
Wetaskiwin,289
Wise,289
Eldon,288
Hamminkeln,288
Hösbach,288
Melsungen,288
Millstone,288
Wendell,288
Wolfeboro,288
Antelope,287
Bradley,287
Farragut,287
Fraser Valley Regional District,287
Kennebunkport,287
Lake George,287
Walworth,287
Cave Creek,286
Glückstadt,286
Lakehurst,286
Lordstown,286
New Martinsville,286
Okanagan,286
Spremberg,286
Woodstown,286
Birdsboro,285
Camillus,285
Delmont,285
Gardendale,285
Laichingen,285
Lakewood Ranch,285
Marne,285
Salzwedel,285
Columbia Falls,284
Eagleville,284
Hainesport,284
Kotzebue,284
Pleasant Hills,284
South Dennis,284
Willow Street,284
Armstrong,283
Fort Mitchell,283
Gaston,283
Groves,283
La Cañada Flintridge,283
Neustadt bei Coburg,283
Schiltach,283
Sonthofen,283
Springtown,283
Wickede,283
Yazoo City,283
Aylmer,282
Bella Vista,282
Fowler,282
Galena,282
Guben,282
Malone,282
Mogadore,282
North Logan,282
Saint Ann,282
Vonore,282
Whiting,282
Borgholzhausen,281
Buckingham,281
Carver,281
Eberbach,281
Elberton,281
Hopewell Junction,281
Horicon,281
Manasquan,281
Massena,281
Mendham,281
Miles,281
Montoursville,281
Owensville,281
Überlingen,281
Wauconda,281
Helmbrechts,280
Katonah,280
Monona,280
Mount Angel,280
Okatie,280
Revelstoke,280
Walton Hills,280
Apollo,279
Bernkastel-Kues,279
Bessemer City,279
Brownfield,279
Buzzards Bay,279
Denkendorf,279
Dimondale,279
Harwich,279
Hasbrouck Heights,279
Jeannette,279
Mainaschaff,279
Marcus Hook,279
Nappanee,279
Port Carling,279
Timmendorfer Strand,279
Washington Navy Yard,279
Zittau,279
Amtzell,278
Archdale,278
Coarsegold,278
Kirchdorf,278
Kuujjuaq,278
Moody AFB,278
Schriever,278
Shaw AFB,278
Trittau,278
Wiefelstede,278
Budd Lake,277
Damme,277
Lemon Grove,277
Pohlheim,277
Rio Grande,277
Sanibel Island,277
Belmar,276
Cedarhurst,276
Ellwangen,276
Holloman AFB,276
Middle Island,276
Niedernberg,276
Old Town,276
Williston Park,276
Arcola,275
Dauphin,275
Elliot Lake,275
Kenai,275
North,275
Oceana,275
Oschersleben,275
Pacific Grove,275
Springfield Gardens,275
Thorold,275
Trumann,275
Denmark,274
Excelsior,274
Großhansdorf,274
Hausen,274
Helen,274
Holladay,274
Kempen,274
Kings Bay,274
Kirchberg,274
Manistee,274
Plantagenet,274
Vincentown,274
Westerstede,274
Willows,274
Clintonville,273
Dissen,273
Grants,273
Health,273
Hettstedt,273
Holmen,273
Little Canada,273
Manville,273
Princess Anne,273
South River,273
Tönisvorst,273
Vadnais Heights,273
Wallenhorst,273
Webster Groves,273
Bad Rappenau,272
Clio,272
Harmony,272
Hude,272
Mohnton,272
Münchberg,272
Schönebeck,272
Webster City,272
Weißwasser,272
Berlin-Neukölln,271
Claymont,271
De Soto,271
Listowel,271
Mettlach,271
Steinbach,271
Texas,271
Union Grove,271
Warm Springs,271
Wendlingen am Neckar,271
Cedartown,270
Clute,270
Haßloch,270
Port Alberni,270
Saint-sauveur,270
Überherrn,270
Winthrop Harbor,270
Bayport,269
Canutillo,269
Falcon,269
Lohmar,269
Maquoketa,269
Neustrelitz,269
St. Brieux,269
Stewartville,269
Waldbronn,269
Caguas,268
Dix Hills,268
East Troy,268
Lomita,268
Loris,268
Lovington,268
Prospect Heights,268
Ranson,268
Rödental,268
Teutopolis,268
Wangen,268
Allegheny,267
Arcata,267
Bargteheide,267
Boyertown,267
Branchville,267
Easthampton,267
Mead,267
Merrimac,267
St Petersburg Beach,267
Winnfield,267
Barbourville,266
Barnegat,266
Big Sky,266
Moon,266
Mountainside,266
Röbel/Müritz,266
Saint Michaels,266
West Trenton,266
Whitman,266
Altdorf bei Nürnberg,265
Bad Lippspringe,265
Dandridge,265
Drums,265
Globe,265
Hemmingen,265
Indian Wells,265
Umkirch,265
Amboy,264
Hondo,264
Monsey,264
Mülheim-Kärlich,264
Page,264
Pevely,264
South Padre Island,264
Tunica,264
Wallaceburg,264
Whitinsville,264
Albertson,263
Arthur,263
Auengrund,263
Blowing Rock,263
Bonnyville,263
Erwin,263
Fultondale,263
Pageland,263
Plain City,263
Torgau,263
Waikīkī,263
Bad Dürrheim,262
Eschbach,262
Ferris,262
Jaffrey,262
Plantsville,262
Röthenbach an der Pegnitz,262
Saint-Constant,262
Sandersville,262
Sorel-Tracy,262
Steinhagen,262
Township of Logan,262
Weilburg,262
Whiteman AFB,262
Woodville,262
Belle Glade,261
Brookpark,261
Burgdorf,261
California City,261
Canyon Lake,261
Dwight,261
East Amherst,261
Hickory Hills,261
Hightstown,261
Merrifield,261
Odelzhausen,261
Parsberg,261
Sayville,261
Travelers Rest,261
Aue,260
Avon Park,260
Bonner Springs,260
Cannon Falls,260
Dalhart,260
Herkimer,260
Hirschau,260
Honeoye Falls,260
Kenora,260
Kleinaitingen,260
Lake Country,260
San Juan Bautista,260
Smithton,260
Anthony,259
Carterville,259
Coopersville,259
Du Bois,259
Grafenwöhr,259
Höxter,259
Königsbrunn,259
Naugatuck,259
Scott Depot,259
Absecon,258
Berne,258
Etters,258
Hoschton,258
Ivyland,258
Jennings,258
Luverne,258
Moraine,258
Neu Wulmstorf,258
Sechelt,258
St Thomas,258
Tittmoning,258
Arkansas City,257
Bayville,257
Canyon,257
Grand Falls-Windsor,257
Havana,257
Herriman,257
Hersbruck,257
Invermere,257
Jurupa,257
Leitchfield,257
Mountville,257
Neukirchen-Vluyn,257
Neustadt in Sachsen,257
Ponte Vedra,257
Triadelphia,257
University Place,257
Winooski,257
Amite,256
Bad Füssing,256
Big Flats,256
Grass Lake,256
Kitimat,256
Lawndale,256
Le Roy,256
Manlius,256
Mercer,256
Philomath,256
Schuylkill Haven,256
Schwedt (Oder),256
Vanderhoof,256
Winnetka,256
Mayport,255
Orwigsburg,255
Pennsville,255
Poinciana,255
Rock Creek,255
Sylvan Lake,255
Brunnthal,254
Eggenstein-Leopoldshafen,254
Elm Grove,254
Fleetwood,254
Grafenau,254
Granite Falls,254
Grover,254
Hollis,254
Kelkheim (Taunus),254
Moss Point,254
Oakley,254
Oakwood Village,254
Pritzwalk,254
Rathenow,254
Speedway,254
Spooner,254
Wertingen,254
Ansonia,253
Baiersbronn,253
Big Stone Gap,253
Cobble Hill,253
Gundelfingen,253
Indialantic,253
Jonesborough,253
Löbau,253
McFarland,253
Narragansett,253
Seligenstadt,253
Skippack,253
Alexander,252
Bretton Woods,252
Chilton,252
Clover,252
Dinuba,252
East Petersburg,252
East Sandwich,252
Mattawan,252
Sallisaw,252
Tobyhanna,252
Winterberg,252
Zerbst,252
Anthem,251
Bad Bentheim,251
Büren,251
Joshua,251
Lachenaie,251
Michelau,251
Mount Carmel,251
Nanticoke,251
Patrick AFB,251
Topanga,251
Wissen,251
Center Line,250
Mena,250
Mohegan Lake,250
Regenstauf,250
Schnecksville,250
South Glens Falls,250
Sunderland,250
Valley Village,250
Wabasha,250
Wauseon,250
Barnwell,249
Canyonville,249
Chowchilla,249
Clementon,249
Ione,249
Rural Hall,249
Saint Paul Park,249
Bryson City,248
Farrell,248
Home,248
Lynn Haven,248
Michelau in Oberfranken,248
Millis,248
North Wilkesboro,248
Palmetto Bay,248
Richlands,248
Berlin-Pankow,247
Crestview Hills,247
Eldridge,247
Gridley,247
Hattersheim,247
Olmsted Falls,247
Pfarrkirchen,247
Ponchatoula,247
Port Elgin,247
Sauk Village,247
Schenefeld,247
Ballston,246
Beamsville,246
Browns Mills,246
Chester Springs,246
Eschwege,246
Geyserville,246
Großenhain,246
Pickens,246
Roseau,246
South Miami,246
Waltrop,246
Wernau,246
Westmoreland,246
Bellville,245
Blomberg,245
Clairmont,245
Hazle Township,245
High Prairie,245
Korbach,245
Lübbenau/Spreewald,245
McConnelsville,245
Moffett Field,245
San Luis,245
Soquel,245
Sweet Home,245
Wolnzach,245
Bad Wörishofen,244
Cherry Point,244
Duncansville,244
Frankenberg (Eder),244
Garfield Hts,244
Glen Raven,244
Halstenbek,244
Headingley,244
Hermsdorf,244
Hilmar,244
Kemnath,244
La Salle,244
Oberderdingen,244
Saint Leo,244
Spindale,244
Anklam,243
Grande Cache,243
Kirchlengern,243
Oberstdorf,243
Pierceton,243
Rusk,243
Summersville,243
Weilheim an der Teck,243
Worland,243
Altenberge,242
Bechhofen,242
Hillsville,242
Marienberg,242
Niedernhall,242
Tappahannock,242
Wagoner,242
Wassenberg,242
Wauchula,242
Barmstedt,241
Catawba,241
Clifton Springs,241
Lambertville,241
Lohne,241
Maple Plain,241
Seville,241
The Pas,241
Township of Hamilton,241
Whitesburg,241
Winnemucca,241
Advance,240
Barnesville,240
Cadiz,240
Clewiston,240
Geilenkirchen,240
Gilbertsville,240
Gwynn Oak,240
Hamburg-Harburg,240
Herzebrock-Clarholz,240
Long Prairie,240
Neptune Beach,240
Oberndorf,240
Perry Hall,240
Apollo Beach,239
Baker City,239
Eastman,239
Fort Polk,239
Gautier,239
Kentville,239
Leetsdale,239
McCordsville,239
Ocean View,239
Rosemère,239
Rottach-Egern,239
Vestenbergsgreuth,239
Washougal,239
Carlyle,238
Colville,238
Desert Hot Springs,238
Floh-Seligenthal,238
Forst,238
Gray Court,238
Great River,238
Hanson,238
Hedgesville,238
Laage,238
Lewisport,238
Little Chute,238
Midwest,238
Mount Carroll,238
Nutley,238
Tauberbischofsheim,238
Wildberg,238
Belzig,237
Burgau,237
Bürstadt,237
Canastota,237
Gaildorf,237
Inman,237
Iola,237
Jersey Village,237
Job,237
Mountain Brook,237
Olivette,237
Robinsonville,237
Russell,237
Saanichton,237
Senatobia,237
Wilton Manors,237
Ash Flat,236
Fitzgerald,236
Giebelstadt,236
Greenbrier,236
Harrisville,236
Jonquière,236
Kingdom,236
Martinsried,236
Middle Village,236
Mount Joy,236
Pocomoke City,236
Tuscumbia,236
Wegberg,236
Whiteland,236
Clifton Heights,235
Congers,235
Eunice,235
Kronberg im Taunus,235
Lüdinghausen,235
Minerva,235
Monschau,235
Port Neches,235
Porter Ranch,235
Roßdorf,235
Saint Francisville,235
San Benito,235
Taucha,235
Vaterstetten,235
Benbrook,234
Canal Fulton,234
Christiana,234
Coal Valley,234
Coolidge,234
Copiague,234
Gladwyne,234
Neubiberg,234
Northeim,234
Pilot Point,234
Robins AFB,234
Titisee-Neustadt,234
Walsrode,234
Weyhe,234
Appenweier,233
Drolshagen,233
Goochland,233
Heusenstamm,233
Neustadt am Rübenberge,233
Neustadt in Holstein,233
Peißenberg,233
Sauget,233
Wallersdorf,233
Del Valle,232
Florida,232
Hartsdale,232
Port Lavaca,232
Powell River,232
Salamanca,232
Sanborn,232
Schlüchtern,232
Time,232
Bad Godesberg,231
Bad Sobernheim,231
Blue Mountains,231
Damascus,231
Flossmoor,231
Fröndenberg,231
Genthin,231
Hagåtña,231
Maryland City,231
Morinville,231
Neuhausen,231
Ostseebad Kühlungsborn,231
Polson,231
Saanich,231
Sainte-Marie,231
Sankt Peter-Ording,231
Berka/Werra,230
Buchen (Odenwald),230
Douglassville,230
Erin,230
Export,230
Liebenau,230
Linz am Rhein,230
Meschede,230
Mittelfranken,230
Monahans,230
Mössingen,230
Neckartenzlingen,230
Niederwinkling,230
Pierrefonds,230
Plessisville,230
Pocasset,230
Saint-Césaire,230
Sheldon,230
Strullendorf,230
Times Square,230
Aubrey,229
Brooklet,229
Elk Point,229
Hamtramck,229
Lander,229
North Austin,229
Ogdensburg,229
Paw Paw,229
Point Pleasant Beach,229
Schwaigern,229
Williams,229
Burnet,228
Center Moriches,228
Corunna,228
Dallastown,228
Elmendorf AFB,228
Hanna,228
Herbrechtingen,228
Moselle,228
Pemberton,228
Pfinztal,228
Port Hawkesbury,228
Selbyville,228
Skowhegan,228
Snyder,228
Township of Bloomington City,228
Vandenberg AFB,228
Aransas Pass,227
Beale AFB,227
Bexley,227
Calden,227
Dale City,227
Elba,227
Kill Devil Hills,227
L'Ancienne-Lorette,227
New Carrollton,227
Paulsboro,227
Rothenburg ob der Tauber,227
Town of Southeast,227
Winslow,227
Zingst,227
Angels Camp,226
Brawley,226
Comfort,226
DeForest,226
Dillsburg,226
Donaldsonville,226
Ingelfingen,226
Niederkassel,226
Port Aransas,226
Port Colborne,226
Sealy,226
Shepherdstown,226
Southwest City,226
Staufenberg,226
Stockach,226
Bad Wünnenberg,225
Brackenheim,225
Cobleskill,225
Harrington,225
Hawkinsville,225
Hubbard,225
North Syracuse,225
Pilot Mountain,225
Pocono Manor,225
